id,query1,query2,label
3034,宝宝轻微肺炎有什么症状,宝宝轻微肺炎怎么治疗？,0
3035,宝宝流黄色的粘稠鼻涕怎么治,宝宝流黄色的粘稠鼻涕该怎么治,1
3036,不到5岁小孩老是感冒怎么办？,如何预防不到5岁小孩老是感冒？,1
3037,什么药治疗上呼道感染,上呼道感染应该吃什么药,1
3038,早产儿感冒怎么办，时间就一个月了,早产儿现在刚一个月感冒了如何是好？,1
3039,宝宝有透明粘鼻涕怎么办,宝宝有透明粘鼻涕需要处理吗,1
3040,怎样才能知道自己得了哮喘病?,自己怎样判断是否得了哮喘病,1
3041,宝宝得肺炎好了后隔离多长时间,产碱杆菌肺炎的治疗方法有哪些,0
3042,肺气肿会导致肺衰竭吗？,肺气肿会造成肺衰竭吗？,1
3043,感冒了脸浮肿是什么原因,感冒了脸浮肿这是怎么了？,1
3044,"""加湿器肺炎 ""是什么？",加湿器肺炎是怎样回事,1
3045,宝宝肺气肿是什么现象？,宝宝肺气肿有什么表现？,1
3046,月经期间吃感冒药物的影响是什么啊,月经期间吃感冒药物会不会影响月经推迟,0
3047,结核性胸膜炎腹水怎么办？,结核胸膜炎，已经腹水了，会不会致死？,0
3048,小孩刚打完预防针感冒可以吃药吗？,小孩打完预防针感冒了吃药可以吗,1
3049,ct报告右肺中叶索条是什么病还有肺气肿,右肺中叶索条和肺气肿是什么病,1
3050,哪些疾病适合吃克拉霉素胶囊,克拉霉素胶囊对什么疾病有用,1
3051,肺炎输液用什么药比较好？,肺炎疫苗有没有必要打啊?,0
3052,治疗哮喘的最好方法是什么？,治疗哮喘效果最好的方法是什么？,1
3053,感冒嗓子疼的厉害怎么治疗？,感冒嗓子疼的厉害该怎么治？,1
3054,请问肝功能不全的人可以服用罗红霉素片吗,肝功不全患者服用罗红霉素可以吗,1
3055,上呼吸道感染吃什么消炎药,上呼吸道感染不能吃什么药,0
3056,怀孕感冒吃了感冒清有什么影响吗,怀孕感冒吃了感冒清会怎么样？,1
3057,感冒流鼻涕吃什么药好？,感冒流鼻涕可以吃什么药？,1
3058,小儿支原体肺炎的治疗方法及治疗周期,小儿支原体肺炎有什么症状呢？,0
3059,阿司匹林会诱发哮喘吗？,阿司匹林是哮喘的引起原因吗？,0
3060,醋酸地塞米松可以治疗胸膜炎吗,醋酸地塞米松治疗胸膜炎效果如何？,0
3061,大人肺炎的症状有哪些,怎么治疗肺炎疗效好,0
3062,成人肺炎症状特征是怎样的,怎么治疗肺炎疗效好,0
3063,治疗支原体肺炎哪种药为首选,治疗支原体肺炎的方法有哪些?,0
3064,肺炎链球菌性肺炎吃什么药？,什么是肺炎链球菌肺炎？,0
3065,吃感冒药对孕妇有什么影响吗,感冒药对孕妇有影响吗,1
3066,体质差容易感冒怎么办？,体质弱容易感冒怎么办？,1
3067,大腿根筋疼是什么原因造成的,大腿根筋痛是什么原因,1
3068,月经期间可以吃感冒药吗,来月经发烧了吃药对身体哪些有影响,0
3069,6岁的孩子得肺炎采用什么方法治疗好,儿童得了肺炎如何治疗,1
3070,胸膜炎的症状有哪些啊？,胸膜炎是什么病啊，得了胸膜炎会有哪些征兆,0
3071,咳嗽变异性哮喘可以治愈吗?,咳嗽变异性哮喘会发展成哮喘吗？,0
3072,排卵期前吃感冒药还能怀孕吗,排卵期前吃感冒药能怀孕吗,1
3073,23价肺炎疫苗用不用打,23价肺炎疫苗能不能打,1
3074,得了支原体肺炎能否服用顺尔宁？,得了支原体肺炎会传染给家人吗？,0
3075,肺炎支原体抗体弱阳性是什么意思?,肺炎支原体抗体弱阳性应注意什么,0
3076,肺气肿会引起肺衰竭吗？,肺气肿会致命吗？,0
3077,孩子感冒了能不能打预防针,孩子感冒了可以打预防针吗？,1
3078,肺炎需要吃什么药,肺炎能彻底治愈吗,0
3079,请问肺气肿该怎么治疗好？,请问医生肺气肿怎么治疗？,1
3080,咳嗽会是新冠肺炎疫情吗,感冒为什么会咳嗽,0
3081,孕妇感冒吃什么药比较好,孕妇感冒能不能喝姜汤,0
3082,服用富露施可能会出现哪些不良反应,哮喘患者禁止服用富露施吗,0
3083,宝宝打喷嚏流鼻涕吃什么药效果好,吃什么药能让宝宝打喷嚏流鼻涕快点好,1
3084,感冒流鼻涕头疼发热全身出虚汗怎么办,感冒流鼻涕头疼发热全身出虚汗有什么办法,1
3085,单硝酸异山梨酯缓释片去哪里买呢,单硝酸异山梨酯缓释片容易买到吗,1
3086,我想知道金诃安儿宁颗粒主治功能是什么,我想知道金诃安儿宁颗粒的注意事项是什么？,0
3087,小儿过敏性哮喘怎么办,怎样预防小儿过敏性哮喘？,0
3088,盐酸多西环素胶囊到底可不可以治愈梅毒,盐酸多西环素是什么药,0
3089,红霉素能治愈中耳炎吗,中耳炎怎么治疗啊,0
3090,变异性哮喘的症状有哪些?,变异性哮喘如何确认？,0
3091,支原体肺炎痊愈后会不会还咳嗽？,支原体肺炎痊愈后还会咳嗽吗？,1
3092,一来月经就感冒是咋回事,一来月经就感冒是什么原因,1
3093,胸膜炎肺炎用什么消炎药好,用什么消炎药对胸膜炎肺炎好,1
3094,宝宝胃肠性感冒的症状表现有什么,宝宝胃肠性感冒的症状表现有哪些,1
3095,你好百令胶囊吃多久见效,百令胶囊服用几天可见成效,1
3096,肺气肿是什么样的病?能治好吗?,肺气肿常见症状有什么？,0
3097,九个月宝宝流鼻涕怎么办,九个月宝宝流鼻涕是不是感冒了,0
3098,药物过敏性休克该怎么治疗？,怎样救治因药物过敏性休克的？,1
3099,淋巴颗粒对胸膜炎有什么影响吗,淋巴颗粒的危害有哪些,0
3100,肺气肿感染要怎样治疗严不严重？,肺气肿感染有什么症状？,0
3101,6岁的孩子得肺炎采用什么方法治疗好,儿童得了肺炎如何治疗,1
3102,三个月宝宝鼻子呼呼响没看到鼻涕有什么方法,三个月宝宝鼻子呼呼响是感冒了吗,0
3103,请问那个氟康唑胶囊吃多了会怎么样？,请问那个氟康唑胶囊吃多了怎么办,0
3104,肺部感染胸膜炎好治疗吗？,肺部感染胸膜炎怎么办？,0
3105,胸膜炎患者干体力活可以吗,得了胸膜炎可以干体力活吗？,1
3106,"宝宝一周岁了老是反复发烧,咳嗽",一岁宝宝老生病反复咳嗽发烧怎么办,1
3107,妈妈咳嗽厉害去医院检查肺炎,妈妈咳嗽厉害去医院检查结果是肺炎,1
3108,有孕妇能吃的感冒药？,什么牌子的感冒药是孕妇可以吃的,1
3109,感冒流鼻涕咳嗽有痰该怎么办,怎么治疗感冒流鼻涕咳嗽有痰,1
3110,感冒可以喝龙牡壮骨颗粒吗,喝龙牡壮骨颗粒能增加钙吸收吗,0
3111,肺气肿两肺肺大泡怎么治疗,肺大泡和肺气肿的区别是什么？,0
3112,孕期胸膜炎治疗对胎儿有影响吗,孕妇得了胸膜炎需要怎么治疗,0
3113,咳嗽和喘不过来气，这怎么治疗？,咳嗽喘不过气是不是肺炎？,0
3114,上呼吸道感染吃什么食物好？,上呼吸道感染应该吃什么食物好的比较快？,0
3115,刻康消炎片功能主治主要是什么呢,刻康消炎片主要成分是什么,0
3116,宝宝吃过东西就吐，怎么治？,宝宝吃过东西就吐有什么好的办法？,1
3117,有哮喘，阿司匹林肠溶片能否常吃,阿司匹林肠溶片的注意事项是什么？,0
3118,肺炎病毒在空气中存活多久,病毒型肺炎的症状是什么？,0
3119,胸膜炎的治疗方法有哪些?,结核性胸膜炎的治疗方法有哪些,0
3120,23价肺炎疫苗价格多少呢？,打一次23价肺炎疫苗用多少钱,1
3121,请问得了胸膜炎要注意什么？,请问得了胸膜炎有什么需要注意的？,1
3122,小孩肠胃感冒怎么办什么症状,孩子肠胃感冒吃什么食物好？,0
3123,四环素片的主要功效和它的用法用量哦,四环素片的适应症是什么？,0
3124,您好益肺清化颗粒甜不甜,有肺结节可以吃益肺清化颗粒吗,0
3125,哮喘是什么原因导致的？,哮喘可以治愈吗？,0
3126,一直流鼻涕打喷嚏怎么办,总是有流鼻涕打喷嚏如何处理？,1
3127,胸膜炎会双侧肋骨疼吗?,双侧肋骨疼会是胸膜炎引起吗?,1
3128,请问婴儿发烧咳嗽会引发肺炎吗？,感冒的诱因是什么,0
3129,利巴韦林气雾剂有哪些不良反应呢,利巴韦林喷剂好还是颗粒？,0
3130,肺气肿继续抽烟会不会加快病情？,肺气肿还抽烟是不是会使病情恶化？,1
3131,您好这里卖的阿莫西林胶囊有质量保证吗,网上卖的阿莫西林胶囊有保障吗,1
3132,鸦胆子油软胶囊对癌症晚期有用吗,感冒患者能用鸦胆子油软胶囊吗,0
3133,服用了阿胶胶囊后大姨妈来的很多是咋回事,服用了阿胶胶囊后例假来的很多是什么原因,1
3134,严重肺气肿输液用利巴韦林可取吗？,严重肺气肿该怎么治？,0
3135,孕妇感冒可以喝香菇炖鸡汤吗？,孕妇感冒了可以喝姜水吗？,0
3136,支原体肺炎阿奇霉素扎了7天停药3天又,支原体肺炎阿奇霉素能治什么病？,0
3137,患支原体肺炎，顺尔宁能治疗这个吗？,请问顺尔宁能治疗支原体肺炎吗？,1
3138,什么是肺气肿肺气肿的症状有哪些,肺气肿的病因是什么呢?,0
3139,怀孕快三个月了感冒了有什么办法,怀孕三个月了怎么样治感冒？,1
3140,宝宝流鼻涕鼻子不通怎么办,鼻子不通对宝宝有影响吗？,0
3141,肺炎胸膜炎是什么引起的,肺炎胸膜炎是引起的原因是什么？,1
3142,感冒流鼻涕吃什么药效果好？,感冒流鼻涕咳嗽吃什么药效果好？,0
3143,拉肚子可以吃阿莫西林胶囊吗,拉肚子能吃阿莫西林胶囊吗,1
3144,吃感冒药后喝酒会有什么后果,吃感冒药后喝酒会有什么严重性,1
3145,哮喘为什么会发病？,哮喘病的病因是什么？,1
3146,一岁不到小孩肺炎吃什么食物,一岁不到小孩肺炎吃哪种食物,1
3147,请问克拉霉素缓释片停药多久怀孕,请问克拉霉素缓释片停药多长时间后会怀孕,1
3148,上呼吸道支原体衣原体感染怎么吃阿奇霉素,阿奇霉素是消炎药吗,0
3149,右下肺炎引起的胸膜炎吃什么药好的快？,肺炎引起胸膜炎吃哪种药最好？,1
3150,婴儿吃阿奇霉素会引起吐奶吗？,婴儿吃阿奇霉素造成吐奶吗？,1
3151,儿童经常呼吸道感染怎么办,呼吸道感染小孩能吃什么药？,0
3152,变异性哮喘的治疗方法有哪些,治疗变异性哮喘有什么方法？,1
3153,新型冠状肺炎咳嗽有痰吗,咳嗽咳的肺炎？,0
3154,怀孕四个月孕妇能闻风油精吗,怀孕四个月孕妇可以闻风油精的味道吗？,1
3155,宝宝老是流鼻涕是怎么了？,宝宝咳嗽怎么办？,0
3156,23价肺炎疫苗打完要多少钱,23价肺炎疫苗对非典性肺炎管用吗,0
3157,变异性哮喘中医能治好吗？,中医可不可以治疗变异性哮喘？,1
3158,哺乳期感冒吃什么药能好？,哺乳期的妈妈感冒需要和宝宝分开吗？,0
3159,老年人吃百令胶囊能喝鸽子汤吗？,老年人吃百令胶囊和鸽子汤对病情有帮助吗？,0
3160,患了支原体肺炎顺尔宁可否能治疗？,请问顺尔宁能治疗支原体肺炎患者吗？,1
3161,怀孕感冒了有啥办法？？？,怀孕感冒了怎么治？？？,1
3162,一岁多的小孩疑似肺炎怎么办啊？,肺炎恢复期间，患者的饮食要注意什么？,0
3163,胸膜炎患者康复后可多喝苦菜泡茶吗,胸膜炎患者康复后能不能多喝苦菜泡茶吗,1
3164,支原体肺炎一般要治疗多久能好,支原体肺炎化验血能化验出么？,0
3165,肺炎后背疼痛是什么原因？,后背疼是肺炎的症状吗,0
3166,哺乳期感冒是否能吃阿莫西林？,哺乳期感冒还能喂奶吗？,0
3167,结核胸膜炎是怎么引起的,结核胸膜炎是怎么回事,1
3168,我想问你红霉素对耳炎有用吗,耳炎可不可以用红霉素治疗,1
3169,"嗓子疼上不来气,流黄鼻涕怎么回事",喉咙痛流黄鼻涕，吃什么药好？,0
3170,永喜盐酸多西环素肠溶胶囊最多吃多久呢,永喜盐酸多西环素肠溶胶囊药吃多少疗程，要多久？,1
3171,肺气肿的并发症对身体有什么危害？,肺气肿的并发症是什么？,0
3172,咳嗽变异性哮喘是什么原因导致的?,什么原因导致的咳嗽变异性哮喘,1
3173,一到半夜感觉心跳过速怎么回事呢？,在半夜就感觉心跳过速是什么原因？,1
3174,做什么检查可以查出上呼吸道感染,上呼吸道感染怎样诊断检查,1
3175,擤鼻涕把耳朵堵了怎么办,耳朵堵了可以吃什么药？,0
3176,哮喘咳嗽吃什么水果好？,哮喘咳嗽能怎么食疗？,0
3177,13介肺炎疫苗有必要打吗?,打过13价介肺炎疫苗应注意什么,0
3178,得了肺炎吃什么药好的快,鹿泉县治疗肺炎哪个医院好？,0
3179,上呼吸道感染吃什么药孕妇六个月,六个月的孕妇上呼道感染吃药对孩子有影响吗,0
3180,过敏性哮喘的治疗方法有多少,过敏性哮喘都有是啥治疗方法,1
3181,宝宝两个月吐唾液一般肺炎有哪些症状？,宝宝两个月吐唾液一般肺炎有什么症状？,1
3182,感冒了鼻子不通气怎么办,鼻子不通气可以吃连花清瘟胶囊吗,0
3183,临床上感冒可以分为哪些类型如何鉴别区分？,临床上感冒可以分为哪些类型有哪些症状？,0
3184,上呼吸道感染用什么药?,上呼道感染的症状是什么,0
3185,异丙托溴铵气雾剂小孩支原体肺炎能不能用,异丙托溴铵气雾剂的用法用量是什么？,0
3186,肺气肿病情轻重分类有哪些？,肺气肿临床表现症状轻重与什么有关,0
3187,感冒以后吃了几天药不见效怎么办,感冒以后吃了几天药没有效果该怎么办才好,1
3188,琥乙红霉素片是消炎药吗,喝黄洒吃消炎药琥乙红霉素片不,0
3189,打喷嚏流鼻涕咳嗽吃什么药,打喷嚏流鼻涕咳嗽需要吃什么,1
3190,服用替硝唑片需要注意什么?,请问一下服用替硝唑片时应该注意些什么呢,1
3191,早产儿感冒了要怎么治,早产儿感冒能输液吗,0
3192,奇康寒喘祖帕颗粒的效果明显吗,奇康寒喘祖帕颗粒是治哮喘的吗,0
3193,请问肺炎是怎样引起的？,请问肺炎是什么导致的的？,1
3194,得过肺炎的老人能否接种23价肺炎疫苗？,得过肺炎的老人能接种23价肺炎疫苗吗？,1
3195,消炎药和感冒药能一起吃吗,消炎药和感冒药一起吃能喝酒吗,0
3196,孕妇感冒了，对胎儿有影响吗？,孕妇感冒了，能影响胎儿吗,1
3197,今年体检出有肺气肿象征，什么意思,今年体检出有肺气肿象征是什么情况？,1
3198,经期喝感冒药会不会影响下次例假,经期喝感冒药能影响下次大姨妈来吗,1
3199,小孩咳嗽有痰适合吃些小儿咳喘灵颗粒不？,小孩有点咳嗽有痰可以吃小儿咳喘灵颗粒吗？,1
3200,"怀孕初期吃了感冒药,孩子能要吗",怀孕初期感冒了可以用药吗,0
3201,上呼吸道感染用什么药好,上呼道感染吃什么药,1
3202,胸膜炎的治疗手段有什么？,结核性胸膜炎的治疗方法有哪些,0
3203,牙龈炎吃罗红霉素可以吗,牙龈炎吃罗红霉素缓释胶囊有用吗效果好吗,1
3204,用乐松治疗急性上呼吸道炎的效果如何,上呼吸道感染可以用乐松吗,1
3205,肺气肿可以喝补肺丸吗？,补肺丸治疗肺气肿吗,1
3206,立效止嗽立效丸药店比医院的便宜吗？,立效止嗽立效丸药店有卖吗？,0
3207,服用伊龙清热解毒口服液后皮肤会发红的吗,伊龙清热解毒口服液有没有需要忌口的,0
3208,请问上呼吸道消炎药有哪些？,阿莫西林是消炎药吗,0
3209,大动脉手术引起胸膜炎吗,大动脉手术有引起胸膜炎的可能吗,1
3210,孩子感冒了，一天要吃几次药？,孩子们感冒了，该吃什么药？,0
3211,干咳无痰吃通宣理肺丸效果如何,肺结核患者可以吃通宣理肺丸吗,0
3212,急性胸膜炎是怎么引起的呢？,急性胸膜炎严重吗？,0
3213,有什么办法可以预防感冒？,怎么能有效预防感冒？,1
3214,胸膜炎是怎么引起的怕生气吗,胸膜炎能引起发烧四肢乏力吗,0
3215,宝宝支原体肺炎感染的症状有哪些？,宝宝支原体肺炎感染有什么症状？,1
3216,请问克拉霉素缓释片说明书有哪些内容,请问克拉霉素缓释片说明书内容是什么,1
3217,胸膜炎在复查阶段咳嗽总是不好怎么办,胸膜炎有哪些症状？,0
3218,感冒引起听力下降怎么办,感冒引起耳朵堵塞去哪冶疗？,0
3219,哮喘病要怎样治疗，会传染吗？,怎么治疗哮喘病，这个病传染吗？,1
3220,请问胸膜炎哪些项目需要复查？,请问胸膜炎哪几个项目需要复查？,1
3221,上呼吸道过敏综合征是什么病,上呼吸道过敏综合征是什么样的疾病？,1
3222,肺炎引起的胸膜炎该怎么办,肺炎应该如何去预防,0
3223,怀孕第一个月吃感冒药有影响吗？,感冒药对孕妇有影响吗,1
3224,感冒不停打喷嚏应该怎么办,感冒不停打喷嚏应该怎么样,1
3225,全国新型肺炎实时动态症状,新型肺炎的症状,1
3226,我女儿6岁支原体肺炎打了5天阿奇霉素不见好怎么办？,支原体肺炎有什么症状？,0
3227,宝宝流黄色的粘稠鼻涕怎么治,宝宝流黄色的粘稠鼻涕该怎么治,1
3228,小孩子一直打喷嚏是感冒了吗,小孩子一直打喷嚏会不会感冒了,1
3229,引发非典型肺炎的原因?,非典型肺炎的病因是什么？,1
3230,小孩长期流鼻涕是因为什么,小孩长期流鼻涕是什么原因？,1
3231,哺乳期腹股沟淋巴结肿大需要怎么治,哺乳期腹股沟淋巴结肿大怎么治,1
3232,请问肺炎引起心脏衰竭怎么治？,肺炎能会不会引发心脏衰竭,0
3233,感冒鼻塞流鼻涕怎么办,感冒鼻塞流鼻涕有什么方法,1
3234,肺气肿影像报告该如何写？,肺气肿病人要注意什么事项？,0
3235,过敏性哮喘适合什么运动?,过敏性哮喘可以做什么运动,1
3236,发烧，咽痛，有痰咳嗽上呼吸道感染,发烧，咽痛，有痰咳嗽上呼吸道感染怎么办,1
3237,过敏性哮喘怎么治比较好？,怎么治过敏性哮喘比较好？,1
3238,宝宝流鼻涕流眼泪，该怎么治疗,宝宝流鼻涕打喷嚏是不是受凉了,0
3239,新生儿上呼吸道感染症状？,新生儿上呼吸道感染症状有哪些,1
3240,小宝长牙反复发烧怎么办,宝宝长牙期间总是起发烧怎么回事,1
3241,4岁宝宝有支气管炎反复咳嗽不好的呀怎么办,4岁宝宝有支气管炎反复咳嗽不好的该如何是好？,1
3242,怎么治疗肺炎支原体肺炎？,支原体肺炎表现有哪些？,0
3243,肺气肿肺大泡需不需要手术？,肺气肿需不需要做心电图检查？,0
3244,请问鸦胆子油软胶囊饭后吃还是饭前吃好？,请问鸦胆子油软胶囊适合饭前吃吗？,1
3245,请问怀孕感冒可以吃药吗？,请问怀孕感冒能不能吃药？,1
3246,胸膜炎是怎么引起的怕生气吗,胸膜炎是怎么引起的，跟生气有关系吗,1
3247,感冒不吃药能好吗？,感冒不吃药多久能好,1
3248,新型冠状肺炎体温多少度,肺炎，体温忽上忽下，不稳定,0
3249,什么情况下结核胸膜炎会发热,治愈后结核胸膜炎患者发热是不是复发,0
3250,克拉霉素缓释片可以治疗支原体吗,克拉霉素缓释片能治疗支原体吗,1
3251,新四方清热解毒口服液是不是西药呢主要治疗什么病,新四方清热解毒口服液能在普通药店买到吗,0
3252,绿脓杆菌肺炎的治疗方法有哪些,绿脓杆菌肺炎是什么？,0
3253,乐达非热毒平颗粒效果好吗,乐达非热毒平颗粒的功效怎么样,1
3254,请问顺尔宁能治疗支原体肺炎吗,顺尔宁能不能治疗支原体肺炎？,1
3255,23介肺炎疫苗有必要打吗,永城市接种肺炎疫苗哪个医院好？,0
3256,小孩发烧反复不退怎么办,小孩巴斯德菌肺炎如何诊断检查,0
3257,宝宝上呼吸道感染吃那种药?,小儿上呼吸道感染吃什么药?,1
3258,哺乳期妇女感冒吃什么药,哺乳期妇女感冒不能吃什么药,0
3259,女性有点感冒能过性生活吗,女性有点感冒过性生活可以吗,1
3260,请问肺气肿患者发病时气喘怎么办？,气喘是不是肺气肿啊,0
3261,过敏性哮喘吃什么药管用,过敏性哮喘吃什么药效果好的快？,1
3262,小宝宝感冒流鼻涕该做什么？,小宝宝感冒流鼻涕怎么办才好,1
3263,得了咳嗽变异性哮喘，怎么治疗,得了咳嗽变异性哮喘危害是什么,0
3264,胸膜炎抽水出血丝怎么回事,胸膜炎抽水出血丝如何治理,0
3265,小孩肺炎如何治疗最好?,小孩子肺炎是什么引起的？,0
3266,石家庄清热解毒软胶囊哪个牌子比较好,清热解毒软胶囊哪个牌子比较好,1
3267,服用鹤蟾片有什么不良反应,鹤蟾片用于哪些病症,0
3268,肺气肿吃什么药见效快.,肺气肿病人怎么治疗的？,0
3269,服用肾衰宁胶囊会降肌肝吗,服用肾衰宁胶囊能降肌肝吗,1
3270,肺炎衣原体感染一般多久痊愈?,请问肺炎衣原体感染治愈后是否还有传染,0
3271,8岁儿童的肺炎怎么治?,小孩子肺炎几天能好,0
3272,小孩肺炎的早期症状有哪些?,小孩肺炎的早期什么症状,1
3273,怎样鉴别上呼吸道感染与头痛？,上呼吸道感染咳嗽如何治疗?,0
3274,感冒咳嗽厉害怎么办请问怎么进行康复训练,感冒咳嗽严重该咋办，需要进行什么样的康复训练,1
3275,宝宝得肺炎好了后隔离多长时间,宝宝得肺炎好了后需要隔离多长时间呢？,0
3276,请问肺气肿复发怎么办？,肺气肿反复发作会怎么样呢？,0
3277,肺气肿能治好吗怎么治？,肺气肿能治愈好吗怎么治愈？,1
3278,幼儿肺炎有什么好的偏方吗,小孩肺炎有什么好的治疗方案嘛？,1
3279,包裹性胸膜炎手术后还会复发吗,包裹性胸膜炎手术后怎么修养,0
3280,肺炎的症状有哪些症状？,肺炎有哪些类别?,0
3281,一直流鼻涕打喷嚏怎么办,一直流鼻涕打喷嚏洗澡有什么影响吗,0
3282,服用肾衰宁胶囊会降肌肝吗,肾衰宁胶囊能长期服用吗,0
3283,感冒了还能给孩子喂奶吗?,感冒了给孩子喂奶可以吗,1
3284,购买新博柴黄颗粒是多少钱呢,新博柴黄颗粒幼儿用量大概多少,0
3285,变异性哮喘能根治么？,得了变异性哮喘能治好吗,1
3286,打感冒预防针对肺气肿引发的心脏问题有影响吗？,肺气肿引发心脏问题后还能打感冒预防针吗,1
3287,刚刚确诊为咳嗽变异性哮喘，怎么办?,怎么治疗咳嗽变异性哮喘？,1
3288,胸膜炎要吃什么药效果好？,骨结核怎么治疗？,0
3289,新型冠状肺炎潜伏期症状,新型肺炎的潜伏期症状有哪些？,1
3290,治疗急性支气管炎有什么方法？,急性支气管炎的治疗方法是什么？,1
3291,请问治疗胸膜炎可以使用激素吗?,请问治疗胸膜炎可以使用哪些激素吗,0
3292,孕妇间接接触猫会感染弓形虫么？,孕妇摸猫会不会感染弓形虫？,0
3293,备孕期间可以吃尼美舒利吗,备孕期间吃尼美舒利对胎儿有什么影响,1
3294,得了咳嗽变异性哮喘怎么办,过敏会引起咳嗽变异性哮喘吗,0
3295,排卵期感冒了，对怀孕有影响吗,排卵期感冒了，可以喝红糖生姜水吗,0
3296,老人肺气肿病后该吃什么中药来调,老人肺气肿有什么症状？,0
3297,外伤有可能导致胸膜炎吗,受了外伤能不能引发胸膜炎,1
3298,小孩感冒流鼻涕可以吃什么水果,小孩感冒流鼻涕能吃那些水果？,1
3299,胸膜炎治不好是怎么回事,胸膜炎一直治不好是咋回事,1
3300,患变异性哮喘好几个月了，能治吗,得了变异性哮喘能治好吗,1
3301,肺纤维化肺气肿治疗方案有哪些？,怎么治疗肺纤维化肺气肿,1
3302,两岁六个月宝宝支原体肺炎怎么办？,请问小孩支原体肺炎的症状有哪些？,0
3303,感冒.咳嗽会引起肺气肿吗？,孩子得了肺气肿后会不会治愈？,0
3304,35天婴儿感冒了有什么办法,35天婴儿感冒了能吃消炎药吗,0
3305,孕妇感冒对宝宝有影响吗,怀孕20周的妈妈在饮食上有什么要求吗,0
3306,闭塞性细支气管炎与肺气肿一样吗,闭塞性细支气管炎与肺气肿属于同样的病吗？,1
3307,过敏性哮喘和咳嗽变异性如何区别,过敏性哮喘和变异性哮喘有啥区别,1
3308,请问为什么肺癌会造成咯血呢?,请问肺癌造成的咯血严重吗？,0
3309,胸部喝水疼，是不是肺炎，跟咽喉炎有关系,胸部喝水疼，会不会是肺炎，跟咽喉炎有关系,1
3310,肺气肿吸氧有什么作用,肺气肿吸氧有作用吗？,1
3311,哺乳期感冒能吃阿莫西林吗,哺乳期感冒会影响孩子吗？,0
3312,乐达非热毒平颗粒功能大吗,乐达非热毒平颗粒效果好吗,1
3313,产前、产时感染性肺炎的治疗方法有哪些,产前、产时感染性肺炎有什么治疗方法？,1
3314,惠菲宣愈美片效果如何呢,惠菲宣愈美片能否同感冒清一起服用吗,0
3315,急性咽喉炎上呼吸道感染多久可以好,急性咽喉炎上呼吸道感染多久能痊愈呢？,1
3316,四环素片治疗支原体衣原体阳性吗,四环素片对支原体衣原体阳性有效吗,1
3317,变异性哮喘中医能不能治好,变异性哮喘的注意事项有什么？,0
3318,反复发烧会是胸膜炎引起的吗,胸膜炎引起反复发烧的可能性大吗,1
3319,顺尔宁能不能治疗支原体肺炎？,顺尔宁有什么副作用？,0
3320,过敏性哮喘反复发作该怎么处理？,过敏性哮喘反复发作如何是好？,1
3321,5岁儿童肺炎的治疗方法?,儿童肺炎怎样治疗,1
3322,克拉霉素缓释片可以在中午吃吗,孕妇可以吃克拉霉素缓释片吗,0
3323,请问肺气肿有哪些治疗方法？,治疗肺气肿的方法有哪些？,1
3324,怎么治疗小儿支原体肺炎？,小儿支原体肺炎该如何医治？,1
3325,气紧胸闷肺气肿如何处理？,肺气肿，胸闷，气短，怎么办？,1
3326,新型冠状病毒肺炎潜伏期多久,新型冠状肺炎发烧吗,0
3327,炎症引起的胸膜炎对胎儿影响大吗,有结合性胸膜炎和胆结石能打胎儿吗？,0
3328,胸膜炎治愈后胸以后会痛吗,胸膜炎治愈后胸以后会不会痛呢？,1
3329,过敏性哮喘的治疗方法有哪些,什么是过敏性哮喘的过敏原,0
3330,慢阻肺和肺气肿有什么不同,肺气肿不能吃什么？,0
3331,武汉肺炎的症状有哪些症状,新型肺炎的症状表现,1
3332,请问一下医生依托红霉素颗粒能治疗干咳吗,请问依托红霉素颗粒能治疗干咳吗,1
3333,肺炎支原体阳性输液几天能好,肺炎支原体阳性转阴输液要多长时间,1
3334,怀孕期间感冒了，快速高效的治疗方法有哪几种,孕妇感冒最快治疗方法有几种,1
3335,鼻痛鼻涕有血丝是鼻癌吗,鼻痛鼻涕有血丝是不是鼻癌,1
3336,上呼吸道感染引起感冒嗓子发炎有痰怎么办,上呼吸道感染引起感冒嗓子发炎有痰怎样治疗,1
3337,23价肺炎打一针后悔了,后悔打23价肺炎了？,1
3338,右侧胸膜炎为什么左胸偶尔疼痛,右侧胸膜炎左胸偶尔疼痛为什么,1
3339,得了肺炎怎么办,肺炎可以剧烈运动吗,0
3340,急性胸膜炎是怎么引起的呢？,急性胸膜炎怎么治疗,0
3341,您好干咳无痰适合吃通宣理肺丸吗,通宣理肺丸治疗干咳无痰吗,1
3342,肺气肿早期咳嗽不断怎么治?,肺气肿早期有哪些症状？,0
3343,九个月宝宝流鼻涕鼻塞怎么办呢,九个月宝宝流鼻涕鼻塞该如何是好？,1
3344,孩子患了肺炎要怎么办呢？,小孩得了肺炎会对身体产生什么影响？,0
3345,小孩肺炎有什么有效的治疗方法吗？,小孩子肺炎是什么引起的？,0
3346,为什么早上起床感觉呼吸困难，胸口闷,起床感觉呼吸困难，胸口闷是怎么回事,1
3347,肺气肿会引起升主动脉增宽吗？,升主动脉增宽有什么病症？,0
3348,请问肺气肿加心脏早搏骤停怎么治疗?,肺气肿加心脏早搏能治愈吗,0
3349,感冒咽喉肿痛吃什么药见效快？,感冒咽喉肿痛吃什么药管用？,1
